name,crn,department,number,section,term,credits,start time,end time,days,start date,end date,building,room number,instructor
GEOMETRICAL OPTICS,90190,OSE,541,1,Fall 2019,3,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,158,TBA
RANDOM SIGNALS IN COMMUNICATIO,90193,EE,603,1,Fall 2019,3,2:40 PM,4:00 PM,MW,Aug 21 2019,Dec 13 2019,Engineering Building,240,Adam George Panagos
ST: RELIABILITY ELECTRONIC DEV,90195,EE,610,1,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Engineering Building,239,Biswajit Ray
INTRO RADAR SYSTEMS,90196,EE,619,1,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Business Administration Bldg,216,Daniel E Lawrence
ANAL & COMP METH IN ELEC ENG I,90197,EE,629,1,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N155,Timothy B Boykin
ANAL & COMP METH IN ELEC ENG I,90198,EE,629,91,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Timothy B Boykin
ANAL & COMP METH IN ELEC ENG I,90199,EE,629,92,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Timothy B Boykin
RADAR WAVEFORMS & SIGNAL PROCE,90202,EE,724,1,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Business Administration Bldg,229,Mervin C Budge
OPTICAL ENGINEERING DESIGN I,90204,OPE,459,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Dennis W Hite
SURVEY OF ATMOSPHERIC SCIENCE,90205,ATS,501,1,Fall 2019,3,9:40 AM,11:00 AM,MW,Aug 21 2019,Dec 13 2019,SWIRLL,103,Qingyuan Han
SURVEY ATMOSPHERIC SCIENCE,90206,ESS,501,1,Fall 2019,3,9:40 AM,11:00 AM,MW,Aug 21 2019,Dec 13 2019,SWIRLL,103,Qingyuan Han
INTRO CHEMICAL ENGR PROCESS,90207,CHE,201,1,Fall 2019,2,11:20 AM,12:15 PM,MWF,Aug 21 2019,Dec 13 2019,M Louis Salmon Library,111,R Michael Banish
NATURE & PROPERTIES OF MATLS,90208,CHE,294,1,Fall 2019,3,9:40 AM,10:35 AM,MWF,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,216,R Michael Banish
NATURE & PROPERTIES MATLS LAB,90209,CHE,295,1,Fall 2019,1,7:10 PM,10:00 PM,T,Aug 21 2019,Dec 13 2019,Engineering Building,156,R Michael Banish
NATURE & PROPERTIES MATLS LAB,90210,CHE,295,2,Fall 2019,1,2:40 PM,5:30 PM,T,Aug 21 2019,Dec 13 2019,Engineering Building,156,R Michael Banish
NATURE & PROPERTIES MATLS LAB,90211,CHE,295,3,Fall 2019,1,2:40 PM,5:30 PM,R,Aug 21 2019,Dec 13 2019,Engineering Building,156,R Michael Banish
QUANTITATIVE MODELING FOR CHE,90212,CHE,347,1,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Materials Science Building,112,Chen Zhang
CHEM KINETICS & REACTOR DESIGN,90215,CHE,441,1,Fall 2019,3,2:40 PM,4:00 PM,TR,Aug 21 2019,Dec 13 2019,Materials Science Building,112,Yu Lei
CHEMICAL KINETICS & REACTOR DE,90216,CHE,541,1,Fall 2019,3,2:40 PM,4:00 PM,TR,Aug 21 2019,Dec 13 2019,Materials Science Building,112,Yu Lei
MASS TRANSFER OPERATIONS,90217,CHE,443,1,Fall 2019,3,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Engineering Building,207,Jeffrey J Weimer
ANAL & DESIGN TRANSPORT EQUIP,90218,CHE,446,1,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Engineering Building,207,Anuradha Subramanian
INTRO TO BIOPROCESS ENGRG,90219,CHE,460,1,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,121,Kyung-Ho Roh
INTRO TO BIOPROCESS ENGR,90220,CHE,560,1,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,121,Kyung-Ho Roh
POLYMER ENGINEERING,90221,CHE,495,1,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Engineering Building,207,Kyung-Ho Roh
POLYMER ENGINEERING,90222,CHE,595,1,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Engineering Building,207,Kyung-Ho Roh
CHARGER SUCCESS -EDUCATION KIN,90223,FYE,101D,1,Fall 2019,1,1:00 PM,1:55 PM,T,Aug 21 2019,Dec 13 2019,Wilson Hall,159,Elizabeth S Redding
CHARGER SUCCESS,90224,FYE,101D,2,Fall 2019,1,9:40 AM,10:35 AM,T,Aug 21 2019,Dec 13 2019,Roberts Hall,422,Wolfram E Verlaan
ATHLC INJURY PREVENTION & CARE,90225,KIN,210,1,Fall 2019,3,10:00 AM,12:00 PM,F,Aug 21 2019,Dec 13 2019,Wilson Hall,159,Carolyn C Holland
HEALTH & WELLNESS CONCEPTS,90226,KIN,240,1,Fall 2019,3,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Wilson Hall,330,Tonya Meier Hardy
FOUNDATIONS OF KINESIOLOGY,90227,KIN,260,1,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Business Administration Bldg,106,David L Kyle
EX TECHNIQUES & LEADERSHIP,90230,KIN,290,1,Fall 2019,3,8:00 AM,9:20 AM,MW,Aug 21 2019,Dec 13 2019,Wilson Hall,330,Orion Sakushiro Willoughby
NUTRITION FOR FITNESS & SPORT,90231,KIN,300,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Meghan N Roden
INTRO TO EXERCISE PHYSIOLOGY,90233,KIN,327,1,Fall 2019,3,9:40 AM,11:00 AM,TR,Aug 21 2019,Dec 13 2019,Wilson Hall,330,Ryan T Conners
INTRO EX PHYSIOLOGY LAB,90234,KIN,328,1,Fall 2019,1,4:00 PM,6:00 PM,R,Aug 21 2019,Dec 13 2019,Wilson Hall,331,Orion Sakushiro Willoughby
INTRO EX PHYSIOLOGY LAB,90236,KIN,328,2,Fall 2019,1,10:00 AM,12:00 PM,F,Aug 21 2019,Dec 13 2019,Wilson Hall,331,Orion Sakushiro Willoughby
EXER TEST & PRECR HEALTHY POP,90237,KIN,351,1,Fall 2019,3,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Wilson Hall,330,Shannon L Mathis
FACILITIES AND EQUIPMENT MGT,90239,KIN,381,1,Fall 2019,3,8:00 AM,9:20 AM,MW,Aug 21 2019,Dec 13 2019,Wilson Hall,159,David L Kyle
MGT SPORT & PHYSICAL EDUCATION,90240,KIN,440,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Jennifer R Cole
PRINCIPLES OF COACHING,90241,KIN,445,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Jeremy M Elliott
RESEARCH EXERCISE SCIENCE I,90243,KIN,451,1,Fall 2019,3,9:40 AM,11:00 AM,MW,Aug 21 2019,Dec 13 2019,Wilson Hall,330,Shannon L Mathis
RESEARCH EXERCISE SCIENCE II,90244,KIN,452,1,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Wilson Hall,330,Paul N Whitehead
MEASUREMNT & EVAL IN PHYS ACTV,90245,KIN,457,1,Fall 2019,3,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Wilson Hall,159,Paul N Whitehead
PSYCHOLOGICAL ASPECTS SPORT,90248,KIN,463,1,Fall 2019,3,6:00 PM,8:40 PM,W,Aug 21 2019,Dec 13 2019,Wilson Hall,330,James C Moncier
TEACHING SECONDARY PE,90249,KIN,465,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Jeremy M Elliott
INTRO COMPUTERS & PROGRAM,90250,CS,100,1,Fall 2019,3,2:40 PM,4:00 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Danny M Hardin
INTRO TO C PROGRAMMING,90251,CS,102,1,Fall 2019,3,8:00 AM,9:20 AM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N327,David B Sayre
INTRO TO C PROGRAMMING,90252,CS,102,2,Fall 2019,3,2:40 PM,4:00 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Deepak Bhaskar Acharya
INTRO TO C PROGRAMMING,90253,CS,102,3,Fall 2019,3,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Jacob D Hauenstein
INTRO TO C PROGRAMMING,90254,CS,102,4,Fall 2019,3,6:00 PM,7:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N327,James T Williamson
INTRO TO C PROGRAMMING,90255,CS,102,5,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Ajinkya Shrikant Kulkarni
INTRO PROGRAMMING USING JAVA,90257,CS,103,1,Fall 2019,3,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Truong Xuan Tran
COMP SCI SEM:ETH/PROFESS,90258,CS,105,1,Fall 2019,1,1:00 PM,2:20 PM,M,Aug 21 2019,Dec 13 2019,Nursing Building,103A,Mikel D Petty
COMP SCI SEM:ETH/PROFESS,90259,CS,105,2,Fall 2019,1,1:00 PM,2:20 PM,W,Aug 21 2019,Dec 13 2019,Technology Hall,N155,Mikel D Petty
COMPUTER SCIENCE I,90260,CS,121,1,Fall 2019,3,9:40 AM,11:00 AM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Danny M Hardin
COMPUTER SCIENCE I,90261,CS,121,2,Fall 2019,3,8:00 AM,9:20 AM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Danny M Hardin
COMPUTER SCIENCE I,90262,CS,121,3,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Jacob D Hauenstein
INTRO TECH MULTIMEDIA & GAMING,90263,CS,143,1,Fall 2019,3,8:00 AM,9:20 AM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,S105,Ramazan S Aygun
INTRO TECH MULTIMEDIA & GAMING,90264,CS,143,2,Fall 2019,3,8:00 AM,9:20 AM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,218,Haeyong Chung
INTRO DISCRETE STRUCTURE,90265,CS,214,1,Fall 2019,3,8:00 AM,9:20 AM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Robert K Preston
INTRO DISCRETE STRUCTURE,90266,CS,214,2,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Mikel D Petty
INTRO DISCRETE STRUCTURE,90267,CS,214,3,Fall 2019,3,8:00 AM,9:20 AM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Charles W McEniry
COMP SCI II: DATA STRUCTURES,90268,CS,221,1,Fall 2019,3,8:00 AM,9:20 AM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Mary E Allen
COMP SCI II: DATA STRUCTURES,90269,CS,221,2,Fall 2019,3,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Richard L Coleman
COMP SCI II: DATA STRUCTURES,90270,CS,221,3,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Richard L Coleman
OBJECT ORIENT/PROG C++,90271,CS,307,1,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Richard L Coleman
ASSEMBLY LANGUAGE PROGRAMMING,90272,CS,308,1,Fall 2019,3,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N308,Klaus W Rheinfurth
COMPUTER ORG & SWTCHNG THRY,90273,CS,309,1,Fall 2019,3,6:00 PM,7:20 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Robert K Preston
LABORATORY,90274,CS,309L,1,Fall 2019,0,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
INTRO DESIGN/ANALYSIS OF ALG,90275,CS,317,1,Fall 2019,3,6:00 PM,7:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Sadish Sadasivam
INTRO DESIGN/ANALYSIS OF ALG,90276,CS,317,2,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Julie Ann McKinney-Young
INTRO OBJECT-ORIENTED PROG JAV,90277,CS,321,1,Fall 2019,3,2:40 PM,4:00 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Daniel M Rochowiak
INTRO OBJECT-ORIENTED PROG JAV,90278,CS,321,2,Fall 2019,3,9:40 AM,11:00 AM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Mary E Allen
INTRO VIDEO GAME DESGN & PROGM,90279,CS,347,1,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,S101,Nicholas Anthony Diliberti
MOBILE COMPUTING APP INCT & D,90280,CS,371,1,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Haeyong Chung
UNIX/LINUX PROGRAMMING,90281,CS,390,1,Fall 2019,3,6:00 PM,7:20 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Joshua D Jones
INTRO DIGITAL COMP ARCHITECTUR,90282,CS,413,1,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Robert K Preston
LABORATORY,90283,CS,413L,1,Fall 2019,0,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
INTRO DIGITAL COMP ARCHITECTUR,90284,CS,413,2,Fall 2019,3,8:00 AM,9:20 AM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Vineetha Menon
LABORATORY,90285,CS,413L,2,Fall 2019,0,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
PRINCIPLES PROGRAMMING LANG,90286,CS,424,1,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Harry S Delugach
PRINCIPLES PROGRAMMING LANG,90287,CS,524,1,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Harry S Delugach
PRINCIPLES PROGRAMMING LANG,90288,CS,424,2,Fall 2019,3,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Mary E Allen
INTRO COMPUTER GRAPHICS,90290,CS,445,1,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N306,Jacob D Hauenstein
INTRO COMPUTER GRAPHICS,90291,CS,545,1,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N306,TBA
CLIENT/SERVER ARCHITECTURES,90292,CS,453,1,Fall 2019,3,2:40 PM,4:00 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Letha H Etzkorn
CLIENT/SERVER ARCHITECTURES,90293,CS,553,1,Fall 2019,3,2:40 PM,4:00 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Letha H Etzkorn
INTRO TO CLOUD COMPUTING,90294,CS,454,1,Fall 2019,3,9:40 AM,11:00 AM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Letha H Etzkorn
INTRO TO CLOUD COMPUTING,90295,CS,554,1,Fall 2019,3,9:40 AM,11:00 AM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Letha H Etzkorn
NETWORK SECURITY,90296,CS,465,1,Fall 2019,3,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Tathagata Mukherjee
NETWORK SECURITY,90297,CS,565,1,Fall 2019,3,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Tathagata Mukherjee
INTRO TO COMPUTER NETWORKS,90298,CS,470,1,Fall 2019,3,2:40 PM,4:00 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Feng Zhu
INTRO TO COMPUTER NETWORKS,90299,CS,570,1,Fall 2019,3,2:40 PM,4:00 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Feng Zhu
MOBILE DIGITAL FORENSICS,90300,CS,480,1,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Tathagata Mukherjee
MOBILE DIGITAL FORENSICS,90301,CS,580,1,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N327,Tathagata Mukherjee
COMPUTER & SOFTWARE SECURITY,90302,CS,485,1,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Feng Zhu
INTRO TO COMPUTER SECURITY,90303,CS,585,1,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Feng Zhu
DATABASE SYSTEMS,90305,CS,487,1,Fall 2019,3,6:00 PM,7:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N306,Thomson Rose
INTRO TO OPERATING SYSTEMS,90306,CS,490,1,Fall 2019,3,9:40 AM,11:00 AM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N324,Mary E Weisskopf
SR PROJ:TEAM SOFTWARE DESIGN,90307,CS,499,1,Fall 2019,3,6:00 PM,7:20 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Robert K Preston
DES & ANALY OF ALGORITHM,90309,CS,617,1,Fall 2019,3,2:40 PM,4:00 PM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Huaming Zhang
DES & ANALY OF ALGORITHM,90310,CS,617,91,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Huaming Zhang
SOFT'W ENGINEERING PROC,90311,CS,650,1,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Harry S Delugach
SOFT'W ENGINEERING PROC,90312,CS,650,91,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Harry S Delugach
PRINCIPLES OF BIOLOGY,90317,BYS,119,1,Fall 2019,4,9:40 AM,10:35 AM,MWF,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,107,Judy E Cooper
PRINCIPLES OF BIOLOGY,90318,BYS,119,2,Fall 2019,4,8:00 AM,8:55 AM,MWF,Aug 21 2019,Dec 13 2019,Materials Science Building,113,Sebastian N Doerfert
PRINCIPLES OF BIOLOGY,90319,BYS,119,3,Fall 2019,4,6:00 PM,7:20 PM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,107,Judy E Cooper
LABORATORY,90320,BYS,119L,1,Fall 2019,0,10:50 AM,12:50 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Vandana Rameshbabu
LABORATORY,90321,BYS,119L,2,Fall 2019,0,10:50 AM,12:50 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Bruce W Stallsmith
LABORATORY,90322,BYS,119L,3,Fall 2019,0,10:50 AM,12:50 PM,W,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Bruce W Stallsmith
LABORATORY,90323,BYS,119L,4,Fall 2019,0,10:50 AM,12:50 PM,W,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Bruce W Stallsmith
LABORATORY,90324,BYS,119L,5,Fall 2019,0,2:10 PM,4:10 PM,F,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Bruce W Stallsmith
LABORATORY,90325,BYS,119L,6,Fall 2019,0,2:10 PM,4:10 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Carson T Woodward
LABORATORY,90326,BYS,119L,7,Fall 2019,0,2:10 PM,4:10 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Bruce W Stallsmith
LABORATORY,90327,BYS,119L,8,Fall 2019,0,2:10 PM,4:10 PM,W,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Bruce W Stallsmith
LABORATORY,90328,BYS,119L,9,Fall 2019,0,10:50 AM,12:50 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,215,Bruce W Stallsmith
LABORATORY,90330,BYS,119L,11,Fall 2019,0,9:40 AM,11:40 AM,T,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Carson T Woodward
LABORATORY,90331,BYS,119L,12,Fall 2019,0,2:10 PM,4:10 PM,T,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Bruce W Stallsmith
LABORATORY,90332,BYS,119L,13,Fall 2019,0,9:40 AM,11:40 AM,R,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Vandana Rameshbabu
LABORATORY,90333,BYS,119L,14,Fall 2019,0,4:20 PM,6:20 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Bruce W Stallsmith
LABORATORY,90334,BYS,119L,15,Fall 2019,0,9:00 AM,11:00 AM,S,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Bruce W Stallsmith
LABORATORY,90335,BYS,119L,16,Fall 2019,0,4:20 PM,6:20 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Bruce W Stallsmith
HONORS: LABORATORY,90336,BYS,119L,H17,Fall 2019,0,4:20 PM,6:20 PM,W,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Bruce W Stallsmith
LABORATORY,90337,BYS,119L,18,Fall 2019,0,9:00 AM,11:00 AM,S,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,230,Bruce W Stallsmith
RECITATION,90338,BYS,119R,1,Fall 2019,0,8:00 AM,8:55 AM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Judy E Cooper
RECITATION,90339,BYS,119R,2,Fall 2019,0,8:00 AM,8:55 AM,M,Aug 21 2019,Dec 13 2019,Materials Science Building,104,Judy E Cooper
RECITATION,90340,BYS,119R,3,Fall 2019,0,10:50 AM,11:45 AM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,218,Judy E Cooper
RECITATION,90341,BYS,119R,4,Fall 2019,0,10:50 AM,11:45 AM,M,Aug 21 2019,Dec 13 2019,Materials Science Building,104,Judy E Cooper
RECITATION,90342,BYS,119R,5,Fall 2019,0,8:00 AM,8:55 AM,W,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Judy E Cooper
RECITATION,90343,BYS,119R,6,Fall 2019,0,10:50 AM,11:45 AM,W,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,218,Judy E Cooper
RECITATION,90344,BYS,119R,7,Fall 2019,0,6:00 PM,6:55 PM,W,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Judy E Cooper
RECITATION,90345,BYS,119R,8,Fall 2019,0,8:00 AM,8:55 AM,T,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,203,Judy E Cooper
RECITATION,90346,BYS,119R,9,Fall 2019,0,6:00 PM,6:55 PM,T,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,203,Judy E Cooper
RECITATION,90347,BYS,119R,10,Fall 2019,0,4:20 PM,5:15 PM,R,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Judy E Cooper
RECITATION,90348,BYS,119R,11,Fall 2019,0,9:40 AM,10:35 AM,R,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Judy E Cooper
RECITATION,90349,BYS,119R,12,Fall 2019,0,2:40 PM,3:35 PM,W,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,219,Judy E Cooper
RECITATION,90350,BYS,119R,13,Fall 2019,0,2:40 PM,3:35 PM,F,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Judy E Cooper
RECITATION,90351,BYS,119R,14,Fall 2019,0,6:00 PM,6:55 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Judy E Cooper
ORGANISMAL BIOLOGY,90352,BYS,120,1,Fall 2019,4,8:00 AM,9:20 AM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,107,Bruce W Stallsmith
ORGANISMAL BIOLOGY LAB,90353,BYS,120L,1,Fall 2019,0,11:20 AM,1:20 PM,T,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Bruce W Stallsmith
ORGANISMAL BIOLOGY LAB,90354,BYS,120L,2,Fall 2019,0,11:20 AM,1:20 PM,R,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Bruce W Stallsmith
ORGANISMAL BIOLOGY LAB,90355,BYS,120L,3,Fall 2019,0,4:20 PM,6:20 PM,R,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,228,Bruce W Stallsmith
RECITATION,90357,BYS,120R,1,Fall 2019,0,9:15 AM,10:10 AM,M,Aug 21 2019,Dec 13 2019,Nursing Building,113,Bruce W Stallsmith
RECITATION,90358,BYS,120R,2,Fall 2019,0,9:15 AM,10:10 AM,W,Aug 21 2019,Dec 13 2019,Materials Science Building,104,Bruce W Stallsmith
RECITATION,90359,BYS,120R,3,Fall 2019,0,9:40 AM,10:35 AM,T,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Bruce W Stallsmith
INFECTION & IMMUNITY,90360,BYS,214,1,Fall 2019,4,11:20 AM,12:15 PM,MWF,Aug 21 2019,Dec 13 2019,Technology Hall,N155,Sebastian N Doerfert
LABORATORY,90361,BYS,214L,1,Fall 2019,0,8:00 AM,10:00 AM,MW,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,307,Sarah Bradham Worthan
LABORATORY,90362,BYS,214L,2,Fall 2019,0,3:20 PM,5:20 PM,MW,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,307,Yanthrawaduge Savanie Sulakshana Devsirini Fernando
LABORATORY,90363,BYS,214L,3,Fall 2019,0,1:00 PM,3:00 PM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,307,Tatyana A Sysoeva
LABORATORY,90364,BYS,214L,4,Fall 2019,0,6:00 PM,8:00 PM,MW,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,307,Tatyana A Sysoeva
HUMAN ANATOMY & PHYSIOLOGY I,90365,BYS,215,1,Fall 2019,4,1:00 PM,1:55 PM,MWF,Aug 21 2019,Dec 13 2019,Technology Hall,S105,Lawana D Adcock
HA&P I LABORATORY,90366,BYS,215L,1,Fall 2019,0,9:15 AM,12:15 PM,M,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,257,Lorraine Lita Smallwood
